KIMBER,Bimbo,Cemex,Inbursa,Alfa,ICA,Elektra
38.1099,34.27,56.34011,19.31,65.84,4.182,83.6
38.1099,34.27,56.36001,19.31,65.84,4.182,83.6
39.4899,34.46,56.37991,19.67,68.14,4.14,82.8
40.8,34.27,55.04998,19.32,67.84,4.08,81.6
41.6499,33.9,55.97994,19.2,67.5,4.104,82
40.5999,34.01,56.02991,18.71,67.25,4.062,81.2
40.7001,33.99,55.52004,18.68,67.29,4.104,82
40.3599,34.09,55.73009,18.75,67.9,4.2,84
40.1499,34.35,54.43996,18.86,66.42,4.23,84.6
39.9399,34.42,54.56001,18.75,65.55,4.164,83.2
40.05,34.95,54.87,18.65,65.71,4.134,82.6
40.5999,35.13,56.23995,18.7,66.02,4.11,82.2
40.26,35.24,56.93996,18.35,65.55,4.122,82.4
40.59,35.6,55.98989,17.81,65.26,4.11,82.2
40.7001,35,54.69002,17.6,63.84,4.11,82.2
39.96,34.28,52.89002,17.02,61.76,4.05,81
39.2901,34.99,54.79991,17.4,61.4,4.062,81.2
39.3099,35.45,54.84988,17.63,62.2,4.05,81
39.0099,35.55,54.77006,17.32,61.97,3.99,79.8
38.6001,35.17,53.54006,16.81,60.65,3.852,77
38.31,35.08,53.02998,16.8,59.78,3.75,75
36.6699,35.99,51.91009,17.05,59.55,3.78,75.6
36.9999,36.56,53.68002,18,60.5,3.864,77.2
36.7299,35.96,52.62005,17.4,59.84,3.894,77.8
36.1599,36.2,53.86,17.84,59.94,3.99,79.8
35.2599,35.48,52.36004,17.45,61.29,3.924,78.4
35.0601,35.16,52.81993,17.48,58.79,3.882,77.6
36,35.69,53.99996,18.13,59.61,3.99,79.8
34.74,35.12,53.81998,17.88,60.4,3.96,79.2
34.8501,35.38,54.79991,17.61,61.34,4.104,82
34.2801,35.36,53.90997,17.26,61.05,4.104,82
34.47,35.51,55.33011,16.64,61.59,4.11,82.2
35.8101,35.75,56.13006,16.6,62.68,4.194,83.8
36.12,36.06,56.67,16.72,63.32,4.182,83.6
36.9999,36.34,57.07992,16.83,62.63,4.164,83.2
35.8299,35.96,56.09999,16.74,60.86,4.062,81.2
36,36.33,57.10004,16.6,61.38,4.05,81
36.12,35.51,57.88009,16.53,61.29,4.074,81.4
36.0099,35.5,56.96008,16.54,61.35,4.164,83.2
36.39,35.5,56.69011,16.64,61,4.152,83
36.75,36.13,57.81996,17.12,61.75,4.19,85.25
37.0599,35.28,57.37001,16.84,61.26,4.23,84.55
36.93,34.33,57.88009,16.78,61.12,4.27,84.1
36.96495,34.75,58.430085,16.815,60.905,4.305,87.05
36.9999,35.17,58.98008,16.85,60.69,4.34,90
37.1001,35.36,60.58993,16.63,60.22,4.4,91.41
37.5501,35.5,60.57998,16.8,60.03,4.41,90.31
38.1801,35.16,60.81988,16.6,59.97,4.37,89.96
38.04,34.81,60.52006,16.74,59.5,4.46,88.97
38.61,34.94,59.33008,16.48,59.7,4.39,87.01
38.3001,34.99,59.30997,16.42,59.95,4.36,88.5
38.4501,35.2,59.83995,16.65,60.58,4.43,90
38.5899,35.01,59.01988,16.4,59.49,4.4,89
38.3601,35.07,58.6199,16.5,58.55,4.42,91.11
38.4201,37.32,59.60005,16.6,59.51,4.41,92.26
38.6199,37.53,61.27999,16.65,60.78,4.36,94.53
39.1401,37.5,61.27004,16.51,61.04,4.38,93
39.48,37.44,61.38988,16.68,60.43,4.4,93.89
40.0101,37.81,62.29994,16.68,60.79,4.27,93.67
39.27,37.71,61.45002,16.79,59.62,4.1,92.41
38.6901,37.02,61.73989,17.39,58.34,4.07,92.38
39.51,36.82,62.99995,17.23,58.14,4.08,94.03
39.51,36.82,63.77492,17.23,58.14,4.08,94.03
39.5001,36.41,64.54989,17.27,58.35,24.9,94.5
39.06,37.72,65.62997,17.31,58.6,24.75,95
38.9799,36.89,65.13006,17.18,59.05,25,96.31
39.6999,36.44,64.35001,16.82,59.52,25.18,95.5
38.6499,36.97,63.56995,17.4,59.66,25.82,95.54
38.1399,36.6,63.78,17.65,59.57,25.48,93.9
36.81,36.76,63.82997,18,60.19,25.64,94.18
37.9299,36.37,63.95003,17.64,60.95,25.56,94.84
37.9899,36.79,64.26001,17.75,60.87,25.35,95
37.2,36.8,64.44995,17.82,60.29,25.35,95
37.2399,36.47,64.44995,17.7,60.35,25.72,94.96
37.59,36.05,64.0199,17.69,59.78,26.1,94.83
37.9899,37.04,63.83992,18.01,59.5,26.3,94.85
38.0001,37.04,63.20005,18.12,59.09,25.81,94
37.7001,37.04,64.07009,18.09,59.5,25.54,94
38.0001,38,65.83007,18.59,60.69,25.95,94.25
37.4499,37.35,65.93001,17.95,61.79,27.64,95.67
37.6899,37.44,65.05002,18.4,61.49,28.64,95.49
39.0201,38.41,64.96998,18.68,63.19,29.04,96.5
39.6501,38.41,64.76988,18.64,63.61,29.01,97.16
39.1899,38.5,64.61002,18.7,63.48,29.15,96.5
39.4599,38.99,67.65992,18.99,64.02,30.82,96.7
39.3,38.23,66.64992,18.68,62.6,30.1,99.71
39.3,38.85,66.42992,18.75,62.4,30.29,99
39.2499,39.06,66.98002,18.99,62.48,29.95,99.98
38.9499,38.96,65.93001,18.33,61.6,28.67,98.91
39.72,38.69,64.65004,17.52,60.34,28.57,98.75
39.8001,38.82,65.96007,17.71,61.19,29.19,98.99
39.5001,39,66.0001,17.43,61.06,29.32,99.9
38.5101,38.42,66.64992,17.36,60.52,29.85,105.94
39,38.35,67.76007,17.65,61.35,30.65,112
38.4999,38.23,68.16005,17.57,61.09,30.72,109.9
38.7,38.64,69.34008,17.88,60.83,31.65,109.33
38.2401,38.99,67.73995,17.29,59.22,31.65,106.94
37.8999,38.52,68.7599,17.75,59.88,32.45,106.05
38.1999,38.14,68.92993,17.5,59.3,33.08,103.76
38.3901,38.94,69.26003,17.58,59.62,33.84,106.81
38.5599,38.06,68.17995,17.76,59.98,34.39,108
38.4801,38.6,67.03995,17.99,59.02,33.57,106.5
38.4801,38.6,66.844935,17.99,59.02,33.57,106.5
38.1501,37.77,66.64992,17.49,58.08,32.32,105.1
37.95,36.78,65.32993,16.17,56.17,30.94,105
37.9599,37.93,64.95008,16.63,56.67,30.11,107.88
37.0701,36.8,62.10006,16.28,56.18,29.69,105
36.9801,35.18,59.8499,15.58,55.92,28.54,105.01
37.5999,35.27,61.49999,15.7,56.11,28.89,106.95
37.2399,35.47,62.64,15.68,57.14,29.58,105.55
37.5201,36.17,63.06009,15.86,57.48,30.5,106.87
37.7001,35.79,63.34996,16.09,56.94,30.65,114.31
37.7001,35.95,63.50008,16.15,56.93,30.69,114.31
36.33,35.23,64.04002,16.1,56.52,31.44,116.35
36.5001,35.34,65.09999,16.7,57.36,31.53,116.99
35.9601,37.3,66.67999,16.6,57.67,32.03,120.01
36,37.63,66.73991,16.4,57.1,32.39,121.5
36.0399,37.71,66.05007,16.08,56.5,31.76,120.5
35.8101,37.11,64.90011,16.44,55.8,31.65,118.42
36.0801,38.06,65.71996,16.38,57.14,32.3,119.04
36.8001,38.1,65.31003,16.42,57.22,32.35,118.77
37.6101,37.7,65.88004,16.5,57.46,32.75,119.79
36.9399,36.68,65.31998,16.21,56.18,31.68,118
36.1599,35.24,63.42004,15.48,54.19,30.9,116.13
35.4699,35.57,63.69001,16.2,54.33,30.33,117.8
35.31,35.3,63.64999,16.01,53.68,30.93,117.8
34.9899,35.47,63.90006,16,54.46,31.49,117.57
35.3601,35.78,64.68011,16.68,55.56,31.43,118.4
35.8899,36.15,64.87999,16.6,56.53,31.57,120
35.2101,35.99,67.60995,16.17,56.18,31.78,119.99
35.55,36.5,69.89992,16.47,56.16,32.48,119
36,37.6,69.88996,16,58.2,31.75,115.01
36.5001,37.52,70.35008,16.56,58.11,32.47,115
36.5001,37.52,70.855075,16.56,60,32.47,115
36.12,37.32,71.36007,16.46,61.11,32.63,114.4
35.55,36.54,70.45002,16.27,60.08,31.93,110.39
36.2901,36.89,70.93002,16.35,60.32,32.25,110.39
36.5199,35.72,71.11001,16.28,61.02,31.3,109.5
36.72,35.4,68.70993,15.57,59.92,30.81,109
37.1901,35.59,69.86011,16.45,59.94,31.99,109.11
37.2999,35.9,70.62004,16.13,60.79,33.04,108.81
37.2501,35.73,70.89996,16.4,62.11,33.49,110.99
37.5699,36.29,71.41999,16.5,62.83,33.57,115.33
37.62,37.45,73.07008,16.4,63.04,33.47,118
37.6101,36.65,74.53997,16.53,60.25,33.77,118
38.1201,36.75,75.53007,16.56,59.89,33.01,112.49
37.9899,36.2,74.71,16.45,59.25,32.56,112.9
37.2999,35.96,75.35009,16.65,59.07,32.91,112.9
37.11,36.02,73.62991,16.98,58.65,32.34,112.93
37.5,36.16,72.73002,16.47,58.45,32.15,113.97
37.5,36.16,72.756022,16.47,58.45,32.15,113.97
37.5,36.16,72.808026,16.47,58.45,32.15,113.97
38.1501,36.77,72.86003,16.57,58.94,32.16,115
39.1101,36.02,74.53003,16.59,59.1,32.54,113.1
39.2499,35.56,75.40006,16.68,59.19,32.98,113
39.3,35.55,73.53993,17.07,59.05,33.01,112.11
39.24,35.61,73.43003,17.09,59.3,33.07,110.67
39.0501,35.4,72.48991,17.5,58.2,33.31,109.77
39.3699,35.6,73.91005,17.5,56.17,33.92,114
39.3699,35.83,75.19997,17.35,56.33,34.2,115.15
39.0201,34.85,73.81011,17.43,55.75,34.01,116.66
39.06,34.62,74.79999,17.53,55.67,34.48,119.37
39.76005,34.785,75.78003,17.26,55.77,35.065,119.965
40.4601,34.95,76.76007,16.99,55.87,35.65,120.56
40.3899,34.78,76.42001,17.1,55.48,36.38,120.72
40.3299,35.15,77.24008,16.84,57.38,36.53,127.3
41.4999,35.12,76.67008,16.85,57.21,37,134.5
41.0199,35.09,78.42011,17.05,56.93,36.64,135.75
40.41,35.05,77.87001,17.13,56.9,37.98,140
40.4301,35.2,77.42006,16.95,57.3,40.16,140
39.9699,35.02,78.04998,17.16,56.65,39.46,140.23
39.5601,34.63,76.20002,16.78,56.34,38.44,137.03
39.99,34.3,74.38011,16.5,55.86,36.63,131.19
39.9999,34.71,72.86003,16.79,56.01,37.5,131.56
38.1801,34.42,70.62999,16.63,55.31,36.2,132
38.2599,34.54,69.50989,17.06,55.74,35.83,134
37.8801,34.55,69.75995,17.05,55.49,36.5,133.07
37.5801,34.05,67.11998,16.47,53.65,34.23,129.48
39.6999,33.76,66.77993,16.3,53.59,33.38,128.95
39.9999,32.52,64.46011,16.32,53.02,31.79,125
39.5001,33.56,66.50996,16.49,54.14,33.96,124.99
39.9,33.9,67.10008,16.7,53.75,34.8,124.97
39.6201,33.85,66.90994,16.45,53.28,34.98,125
38.1,33.41,65.08009,16.03,51.67,33.49,123
38.37,33,64.52998,16.2,51.87,36.34,121.24
38.3601,33.61,66.14005,16.38,54.81,36.55,121.9
37.9401,33.68,68.07006,16.21,55.3,35.85,122
37.74,33.73,65.8,16,54.53,34.45,121
37.3401,33.92,63.56995,16,53.8,33.95,119.34
37.2501,33.22,61.70009,15.9,53.3,33.82,117.84
36.5499,33.25,60.45992,16.09,53.24,33.92,114
36.45,33.35,58.8399,16.13,52.77,33.69,110
35.64,32.44,56.30009,15.6,50.74,32.25,106.29
35.6601,31.78,55.04998,15.75,48.69,30.23,103.91
35.4,30.68,56.81991,16.08,49.29,29.99,102.74
35.0301,31.38,62.15998,16.39,50.31,31.14,103.28
36.6201,31.66,61.76996,16.3,49.9,31.66,109.79
35.8299,30.98,59.0599,16.2,49.65,31.05,107
35.2899,31.09,60.51011,16.21,50.75,31.13,107.4
35.2101,31.26,62.84009,16.01,53.17,31.6,107.36
35.0001,31.2,63.37007,16.33,53.14,31.45,105
36.0501,33.24,63.12996,16.8,53.46,31.94,103.17
36.2199,32.23,63.07999,16.3,53.51,30.95,103.37
35.6199,32.14,61.28994,16.48,52.26,30.21,102.46
35.4201,31.42,61.40005,16.77,52.05,30.42,102
35.4099,32.79,63.73003,16.89,54.52,31.98,106.48
35.9301,33.72,64.88994,16.56,55.91,32.07,106.99
37.2999,35.26,67.86001,16.91,57.53,33.58,111.98
37.2801,35.65,69.21007,16.99,57.84,34.68,114.95
37.3899,34,66.29991,16.82,54,33.41,108.2
37.05,35.97,67.03995,17,56.79,34.83,114
37.0101,35.95,64.97993,17.46,56.77,34.01,113
36.7899,35.71,64.13996,17.62,57.19,33.93,113
36.6,35.3,64.74003,17.59,56.46,33.93,113
36.6,35.25,64.88994,17.5,56.06,33.43,113.94
35.7201,33.98,62.91991,16.62,53.58,32.82,110.24
35.0499,33.56,60.79003,16.88,52.67,32.03,107.43
34.9899,33.59,30.07994,16.76,53.79,31.35,106.97
35.52,33.63,30.42,17.35,55.18,32.34,108
36.8301,34.77,32.13996,17.93,56.5,34.27,112
36.27,34.34,31.53999,17.5,53.72,34.22,111.98
36.42,33.93,31.47997,18,52.22,33.98,112
37.9599,33.89,32.57995,17.73,53,35.35,111.97
38.1801,34.43,32.46995,17.81,52.93,35.71,112
38.9799,34.6,31.75004,17.38,51.88,34.63,111.85
40.1001,34.94,31.1,17.24,53.12,34.62,111.91
41.9901,34.68,31.62998,16.86,55.02,35.11,109.24
41.6799,35.04,30.99995,16.48,55.78,34.48,107.82
41.9901,35.49,30.81997,16.17,54.46,34.73,106.85
42.0699,35.6,31.38998,16.16,55,34.9,106.5
42.27,35.6,31.93002,16.31,55.14,34.93,106.3
41.9601,35.45,31.80001,16.3,55.29,35.01,105
41.1801,35.6,31.64999,16.21,55.77,35.36,104.39
40.4799,35.73,31.25997,16.13,54.34,35.53,104.62
40.3701,35.31,30.55001,16.27,53.85,34.83,103.79
40.8999,35.3,30.09995,16.27,53.26,34.55,103
41.1099,35.88,30.33996,16.41,54.59,35.1,102.2
41.13,36.19,29.71999,16.74,54.9,35.95,100.67
41.58,36.39,30.31,16.88,55.32,37.36,100
41.52,36.66,31.16998,16.9,55.59,37.12,99.98
41.6301,37.38,31.33006,17.02,55.47,37.36,99.96
41.8401,37.31,31.82002,17,55.5,37.8,102
41.64,36.65,31.40004,16.9,54.7,37.59,101.99
41.7,36.61,31.53005,17.19,54.11,37.89,101.9
41.1,36.67,30.81002,17.18,53.4,37.9,103.38
41.0499,36.2,30.77001,17.15,53.25,37.53,103.62
41.0901,36.83,31.19994,17.52,53.5,37.74,102.27
41.3301,36.91,31.18999,17.87,53.78,37.73,103.53
41.37,36.41,31.32,17.67,53.95,37.95,106.93
41.3499,36.6,31.75999,17.55,53.87,37.46,107.17
41.1099,35.91,31.45996,17.42,53.2,37.06,105.85
41.0001,36.32,32.19999,17.48,54.28,37.62,106
41.1999,36.53,32.52998,17.47,54.68,37.95,106
41.31,36.38,32.52998,17.43,54.73,38.56,105.53
41.31,35.99,31.82002,17.52,55.07,37.84,105.02
41.5101,35.88,31.58996,17.71,55.1,38.05,104.49
41.52,36.08,31.25997,17.72,55.64,38.73,105
41.5101,36.11,30.99,17.7,55.1,38.08,103.9
42.3801,36.92,31.71997,17.9,56.56,39.17,103.23
41.9799,37.24,32.13996,17.94,56.5,39.07,104.02
41.7801,37.04,32.12006,17.87,55.73,38.8,104.47
42.2901,37.2,32.34005,18.96,56.19,38.68,104.45
42.1899,37.08,33.27001,18.81,56.69,38.86,104.1
42.2301,37.36,32.72002,18.8,57.78,38.87,104.9
42.2799,38.09,33.05997,18.88,60.78,38.77,105.73
41.01,38.05,32.54999,18.52,59.96,38.44,106.28
41.9199,38.32,32.11,18.99,59.97,37.79,105.99
42.5601,38.75,32.98004,19,59.97,38.89,105.94
42.63,38.65,33.16002,19.09,60.28,39.42,106
42.6999,38.28,33.03001,19.22,60.15,39.75,105.03
43.0101,37.97,33.16997,19.12,60.31,39.58,105.78
44.2401,38.51,33.14996,19.01,59.95,39.6,105.71
42.63,37.55,32.76999,19.3,58.34,39.37,105.94
43.14,37.4,33.03996,19.01,58.82,39.64,106.12
43.6899,38,33.84997,19.19,60.38,40.91,106.29
45.0399,38.12,34.35994,18.88,60.5,41.38,106.51
45.9999,38.12,34.30002,18.72,60.52,41.2,106.35
45.5001,37.54,34.08998,18.52,60.02,41.45,108
45.8301,38.55,34.34999,18.58,60.1,41.28,111
45.0099,38.03,33.93001,18.48,59.87,40.84,110.05
44.82,38.27,34.96001,18.88,59.93,41.69,110.06
44.8101,38.28,35.22998,19.02,60.52,41.42,110.46
44.88,38.53,35.64001,19.04,60.85,41.59,110
44.8899,38.98,35.13999,19.41,60.9,41.48,110.17
44.6901,39.88,35.35999,19.55,62.05,42.26,112
44.46,39.99,35.18996,19.98,62.5,42.63,112.96
43.9899,41.22,35.02999,20.06,62.71,42.4,115.12
44.01,40.8,34.89004,20.2,62.01,42.1,116.32
44.4099,40.56,35.00003,20.19,62.1,41.28,115.43
44.5599,41.2,35.27995,20.8,61.77,39.96,115
44.7,42.12,34.43998,20.01,61.36,38.48,114.5
44.97,42.11,32.83002,19.2,59.85,38.02,109.85
44.5599,41.63,32.33,19.1,58.68,36.88,111.1
44.9901,43.07,33.14996,19.55,59.89,36.9,114.09
44.91,43.93,32.92001,20.15,59.87,37.31,115.45
44.91,43.93,32.840025,20.15,59.87,37.31,115.45
44.9499,43.51,32.76004,20.31,60.03,38.96,114.62
45.0201,43.68,33.47,20.58,60.83,38.78,114.61
44.79,43.28,33.24005,20.2,60.53,37.56,114.9
44.79,43.64,33.33999,20.41,60.93,37.89,114.92
45.18,43.55,33.69995,20.94,60.51,38.03,114.86
45.24,43.5,34.01005,21.51,60.26,38.23,115
45.7401,44.08,34.21003,21.81,60.48,38.18,115.02
47.22,44.12,34.57994,22.18,61.27,38.33,114.14
48.9,43.9,35.04005,22.33,62.65,38.94,114.45
48.5499,43.91,34.83995,22.89,63.03,38.84,113.14
48.0399,44,35.02999,22.57,62.27,38.48,111.36
48.0399,44,35.294985,22.57,62.27,38.48,111.36
47.73,44.11,35.55998,22.2,62.12,39.77,112.11
47.76,44.04,35.44003,22.4,62.08,40.35,111.6
48,44.31,35.38,22.36,62.1,40.39,112.95
48.8001,44.2,35.36994,22.15,62.75,40.92,113
49.56,43.97,35.16,22,61.91,40.21,114
47.43,43.95,34.94001,21.9,61.57,41.19,114.67
46.8801,44.98,35.38995,22.34,62.08,40.27,115.5
45.6399,45.04,35.86996,22.3,65.19,39.71,115.17
45.6399,45.04,35.759965,22.3,65.19,39.71,115.17
45.9399,45.76,35.64997,22.5,65.47,40.54,116.51
45.51,47.24,35.73001,22.73,67.73,41.26,118.05
45.3201,49.41,35.49,22.59,70.04,41.01,119.7
44.67,49.06,35.11003,22.66,70.21,40.24,119.47
45.6099,49.35,34.76003,22.79,71.08,40.48,119.43
46.1301,48.86,35.04005,22.76,69.44,40.31,120.02
46.1301,48.86,35.210025,22.76,69.44,40.31,120.02
45.7101,48.63,35.38,23.09,68.09,39.72,120
45.8799,49.17,35.70004,23,67.4,39.87,119.99
47.4,49.2,36.15994,22.14,68.21,39.92,121.99
48,49.5,36.34003,22.59,67.84,40.42,124.26
48.66,48.98,36.01003,22.51,67.69,41,122.65
48.8301,49.2,35.46999,21.78,67.08,40.19,125.64
48.78,51.28,35.59005,21.47,68.25,40.18,129.59
49.0599,51.49,34.98002,21.4,70.34,40.1,130.3
49.0599,51.49,35.18001,21.4,70.34,40.1,130.3
49.08,52.79,35.38,21.13,69.73,40.35,129
48.99,53.13,36.34998,20.81,71.74,41.13,129.52
49.0401,52.97,36.36004,21.08,71.81,40.77,129.5
49.68,54,36.60999,21.24,71.48,40.75,130.99
49.68,54,36.905,21.24,71.48,40.75,130.99
49.2501,53.2,37.20001,21.8,72.48,41.07,130.55
49.7601,55.01,36.87996,21.31,71.25,40.21,130.96
49.83,55.16,36.85995,21.16,70.66,39.66,136.2
49.0101,53.78,36.25004,20.97,71.56,39.48,136.67
49.29,53.63,36.54001,21.04,71.92,39.44,138.19
47.8299,52.9,35.66003,20.81,69.15,39.11,139.82
47.46,52.95,35.95,20.87,69.13,38.65,138.6
47.85,53.96,36.54997,20.98,70.57,40.05,139.07
48.9399,55,36.5,20.98,71.69,40.35,138.52
49.08,54.99,36.85995,21.11,71.92,41.78,139.46
48.8499,55.99,37.13998,21.04,73.1,41.64,141.97
49.02,55.22,38.05999,21.05,74.2,40.93,145.14
47.5299,54.04,37.99001,21.03,73.8,40.2,148
47.6499,53.26,38.16999,20.9,74,40.55,152
47.5701,54.48,38.36998,20.98,74.43,41.08,156.61
47.4699,54.75,38.95999,21.49,75.65,41.22,152.91
47.4399,55.96,39.04003,21.99,76.12,42.09,155.5
46.35,55.26,37.97995,21.67,75.59,40.97,155.86
46.08,55.88,38.12997,22.01,75.88,40.77,156.75
45.33,54.76,37.72999,22,74.93,40.3,159.77
45.7899,55.31,38.51004,21.85,76.19,40.56,159.83
47.3199,55.1,38.93003,21.7,74.96,40.57,159.81
48.3399,57.24,39.28003,21.28,75.38,41.02,157.38
48.6,56.84,39.81002,21.66,74.4,41.18,156.49
48.6,56.84,39.81002,21.66,74.4,41.18,156.49
48.99,56.79,39.81002,21.52,75.4,41.2,156.6
49.0299,56.09,40.18998,21.34,75.92,41.19,157
48.51,55.65,39.85999,21.28,74.75,41.03,157.01
48.1899,55.83,39.41004,21.34,73.81,40.33,160
48.5499,55.94,39.06998,21.48,74.06,40.9,159.95
48.9399,55.2,39.04003,21.62,75.59,41.71,164.85
50.0001,55.38,40.36996,21.53,75.01,41.69,165.2
50.0001,55.58,40.34,21.43,74.63,41.34,161.95
50.61,55.49,40.00005,21.2,76,41.18,162
50.7501,55.45,40.05002,21.48,75.86,41.34,162.9
50.7099,55.5,40.47001,21.71,75.81,41.88,168.01
50.5299,55.39,41.32999,21.57,75.8,43.43,170.38
50.4801,54.82,41.19998,21.53,75.14,43.27,176.41
49.8999,54.74,40.40003,21.44,75.14,43.47,174.72
48.93,54.98,40.31999,20.89,73.26,42.35,174.72
46.4001,52.96,38.20006,19.38,70.29,39.59,165
46.8201,51.87,38.10001,20.13,70.67,39.87,168.86
46.5,51.07,37.11002,20.46,71.58,39.76,170.95
45.5601,51.08,36.21002,20.5,71.12,39.79,176
45.24,50.13,35.75001,20.49,69.95,39.92,173.99
46.5399,51.17,36.76996,20.76,71.95,39.94,170.68
46.0599,50.33,36.74996,20.75,71.78,38.99,168.01
46.5099,51.04,37.50999,20.21,71.99,40,168.8
46.3599,51.12,37.92998,20.18,73.08,40.2,169.03
47.01,51.16,37.94999,20.38,72.46,40.82,172.28
46.68,50,36.78997,20.39,70.67,39.23,169.98
48.6801,50.88,36.56002,20.5,71.01,39.74,173.87
48.84,51.06,36.96995,20.32,70.98,39.49,176.95
48.9699,50.59,36.30001,20.99,71.5,39.73,178.29
48.9699,50.59,36.569975,20.99,71.5,39.73,178.29
48.9,51,36.83994,20.88,73.91,39.98,178.3
51.09,52.66,38.19,21.11,75.49,42.44,178.6
50.58,53.65,38.27998,20.98,76.7,43.15,177.06
51.5499,53.68,37.92003,20.98,78.12,43.17,175.19
51.4101,53.33,37.75995,20.95,77.94,42.73,171.87
49.98,53.55,36.82004,20.98,76.81,42.69,170.3
50.0499,53.99,36.40006,21,77.65,41.95,169.74
50.2101,55.5,36.34998,21.79,80.06,42.51,172.51
49.7799,55.54,36.23998,21.69,80.89,42.64,171.47
50.7501,55.67,36.38005,21.63,80.74,42.83,170.9
53.8899,56.1,36.56002,21.13,79.86,44.36,169.96
53.7201,55.75,35.99002,21.01,79.96,44.42,169.97
53.7201,55.75,36.134024,21.01,79.96,44.42,169.97
53.7201,55.75,36.422032,21.01,79.96,44.42,169.97
53.6001,55.37,36.71004,21.09,79.53,44.75,169.03
52.86,55.33,38.74994,20.9,78.77,44.29,177.42
51.93,55.03,38.19,20.85,78.94,43.79,173.71
51.48,56.58,38.56996,21.51,79.92,44.26,176
50.9601,57.3,38.21001,21.41,79.52,44.34,175.9
51.8499,56.81,38.25998,21.81,78.28,43.98,173.52
51.5001,56.61,37.86,21.79,78.45,44.1,174.14
51.27,56.34,37.64996,21.62,78.75,44.99,174.5
50.7999,56.68,37.53,21.61,82.27,45.29,174.56
51.0399,56.98,37.88996,21.85,82.97,45.39,178.48
50.3001,56.39,37.75,21.68,83.62,44.7,180
49.6599,57.87,36.69003,21.69,83.48,44.29,179.97
49.23,59.45,36.40006,21.8,84.01,43.94,181.5
47.8401,57.52,36.12003,21.43,81.07,43.67,179
47.2101,58.98,35.66998,21.8,80.58,43.99,180
48.4599,59.21,35.61006,21.8,81.65,43.32,179.98
48.4599,59.21,35.61006,21.8,81.65,43.32,179.98
47.7801,60.24,35.61006,21.99,79.81,41.99,179
48.3201,62.2,37.04004,22.09,82.5,41.03,180
48.66,64.43,37.88001,22.21,81.76,41.5,180
49.14,63.11,37.83004,21.77,80.29,41.82,178
48.03,62.91,36.93999,21.76,80.65,42.05,181.5
48.7401,64.01,37.46002,22.01,83.17,43,188.93
48.3699,65.59,36.93004,22.1,83.75,43.1,199.1
48.03,67.96,37.22997,22.49,85.2,43.7,199.87
46.56,67.11,36.82999,22.05,83.05,43.93,201
47.0199,67.1,36.60999,22.3,84.89,45.52,199.12
47.91,70.39,37.20001,22.04,85.84,47.25,201.66
47.37,71.04,37.59003,21.69,86.05,46.78,199.58
47.3301,72.43,37.79997,21.86,85.82,46.16,199.39
46.9701,71.11,37.99001,21.59,85.03,45.98,200
47.0901,69.52,38.31005,21.75,85.77,45.63,199.78
47.1501,65.51,38.03998,22.02,84.73,45.97,204.27
45.6201,63.99,37.68997,22.25,83.6,46.11,200.16
46.0101,65.23,38.25998,22.5,83.87,46.4,201.99
46.5501,66.4,38.54995,22.37,85.25,47.01,201.99
45.7299,66.29,39.48997,22.54,85.41,47.65,200.25
45.4299,67.92,41.47006,22.54,85.36,48.52,204.5
45.4899,68.97,41.70996,23.43,85.83,47.97,208.66
47.3301,70.53,42.49995,23.95,86.34,48.4,207.44
48.4701,71,42.80994,24.49,86.73,48.62,218.73
48.9699,72.24,43.27005,25.4,87,48.68,219.3
47.2899,70.01,42.64997,25.49,85.27,48.55,217.8
45.93,69.07,41.74998,24.7,83.11,47.88,214
46.29,69.47,42.57004,25.16,85.51,48,214.69
46.6899,71.81,43.01999,25,87.08,49.22,214.99
45.7899,71.33,42.60996,25.15,86.3,49.45,210
46.5999,69.99,42.93,25.2,86.83,50.24,205.81
47.37,69.71,42.88998,24.76,86.57,50.69,203.36
47.0799,68.5,44.04004,24.74,85.48,50.16,196.88
46.83,68.46,43.80004,24.5,85.45,51.48,197.99
47.7501,68.69,41.85002,25.2,86.3,52.99,194.73
46.4001,67.34,41.47006,24.42,83.12,53.16,192.89
46.89,68.68,42.09003,24.78,84.42,54.08,191.8
46.7799,66.88,41.72996,24.91,84.2,53.72,191.8
46.8399,67.12,41.35995,25.43,84.56,53.47,188
46.77,66.53,40.32994,25.38,83.14,51.55,184.84
46.11,65.07,39.77,25.89,82.55,52.29,181.02
45.93,65.63,40.14001,25.86,84.01,53.21,185.97
46.92,66.67,39.79001,26.04,84.94,54.73,187.84
45.9201,65,40.16002,26.07,86.07,57.79,186.06
46.0599,65.94,41.57,26.2,86.16,60.42,195.89
46.44,65.76,40.84998,26.1,86.49,59.58,199.89
46.7199,65.78,40.36996,26.1,86.45,60,197
47.2701,65.74,40.12,26.16,86.78,60.44,202.01
47.49,65.36,39.83998,26.11,87.47,60.76,202.42
47.0199,63.99,39.81997,26.25,86.86,61.19,201.68
47.88,63.09,39.57996,26.12,86.61,61.95,204.68
48.4401,64.29,39.72003,26.5,86.5,62.03,205.09
48.9501,64.32,40.12,27.43,86.46,62.79,203.63
48.4899,64.4,39.04998,27.88,86.68,62.75,202.63
48.5901,63.82,38.10001,28.01,84.4,62.72,218.83
47.6901,64.09,38.45996,29.45,82.72,64.63,219.33
46.8999,64.9,38.58002,29.79,83.34,69.46,217.32
