KIMBER,Bimbo,Cemex,Inbursa,Alfa,ICA,Elektra
28.10001,18.93,54.01986,11.75,32.75,3.402,68
28.20999,19.3,55.2399,11.84,32.94,3.474,69.4
28.26,20.36,57.14006,11.92,34.25,3.51,70.2
28.35,19.8,56.83981,11.72,34.15,3.552,71
28.20999,19.45,56.09999,11.73,34.2,3.462,69.2
28.2,19.41,56.81991,11.99,34.25,3.342,66.8
27.96999,19.39,55.56006,11.8,33.75,3.372,67.4
27.96999,19.39,55.195125,11.855,33.75,3.372,67.4
27.99999,19.1,54.83019,11.91,33.91,3.312,66.2
27.96999,17.94,54.77006,11.66,33.02,3.18,63.6
27.96999,19.02,56.73987,11.65,33.32,3.372,67.4
27.9,19.09,56.80001,11.77,33.75,2.574,51.4
27.99999,19.24,56.91985,12.16,34.1,2.532,50.6
28.29999,19.9,57.82017,12.26,34.33,2.58,51.6
28.53999,20.26,57.81022,12.19,34.4,2.604,52
27.81999,19.66,57.76003,11.93,34.13,2.592,51.8
27.80001,19.5,56.60013,12,34.64,2.544,50.8
27.50001,19.39,56.39981,12.2,34.7,2.532,50.6
27.69999,19.01,56.18998,11.99,34.79,2.43,48.6
27.69999,19.3,56.58022,12.08,34.74,2.34,46.8
27.63999,19.35,55.95982,12,34.82,2.43,48.6
27.20001,19.25,54.80986,11.87,34.67,2.412,48.2
27.02001,19.64,55.84993,12.07,34.45,2.544,50.8
27.02001,19.64,55.56006,11.94,34.45,2.544,50.8
26.79999,19.57,55.27019,11.81,32.3,2.46,49.2
27.18999,19.31,54.92018,11.7,32.98,2.502,50
27.35001,20,54.9098,11.96,32.88,2.502,50
27.69999,20.34,56.56984,12.34,33.59,2.472,49.4
27.39999,20.33,57.06002,12.33,33.52,2.58,51.6
27.57999,20.2,57.18981,11.8,33.29,2.58,51.6
27.99999,20.3,57.50002,11.93,33.35,2.592,51.8
27.99999,20.45,58.08019,12.1,33.37,2.574,51.4
27.99999,20.45,57.890045,12.125,33.37,2.574,51.4
27.99999,20.5,57.6999,12.15,33.32,2.574,51.4
27.99999,20.79,58.98008,11.93,33.39,2.592,51.8
28.22001,21.1,58.90999,12,33.75,2.592,51.8
28.8,21.09,58.74991,12.16,33.7,2.604,52
28.8,21.09,58.569935,12.18,33.7,2.604,52
28.79001,21.45,58.38996,12.2,34.24,2.79,55.8
28.98999,22.32,59.68009,12.55,35,2.922,58.4
29.24001,22.17,59.49016,12.77,36.48,2.91,58.2
28.97001,22.29,59.44993,12.77,37.35,2.982,59.6
28.98999,22.3,59.78003,12.89,37.21,3.102,62
28.71999,21.7,59.11982,12.7,36.83,3.12,62.4
29.15001,22.01,59.19986,12.75,36.98,3.132,62.6
29.15001,22.05,58.76981,12.77,37.42,3.09,61.8
29.25,22.3,59.53991,12.97,37.38,3.12,62.4
29.13999,22.1,58.99998,12.81,37.57,3.15,63
29.13,22.19,58.79015,12.39,38.47,3.15,63
29.19999,22.19,59.39022,12.79,41.83,3.15,63
29.01999,22.21,58.8001,12.6,41.04,3.12,62.4
28.86,22.11,61.45997,12.5,41.13,3.15,63
29.00001,22.35,63.49987,12.61,40.87,3.174,63.4
29.00001,22.2,62.68001,13,41.57,3.42,68.4
28.89999,22.02,62.8998,13.5,41.73,3.504,70
29.60001,22,63.32984,13.72,42.35,3.69,73.8
29.66001,21.72,62.56017,13.89,41.5,3.792,75.8
29.55,21.73,62.79986,13.94,41.6,3.75,75
29.30001,21.33,62.53984,13.58,41.3,3.804,76
29.49999,22.11,62.96988,13.98,41.53,3.81,76.2
29.4,22.02,63.02007,13.9,41.53,3.702,74
29.25,21.74,62.8998,13.46,41.58,3.6,72
29.25,21.74,63.37981,13.64,41.58,3.6,72
29.06001,22.2,63.85982,13.82,41.51,3.594,71.8
29.30001,21.9,63.97015,14.15,41.33,3.684,73.6
29.30001,22.01,62.85004,14.33,40.44,3.702,74
29.51001,22.2,63.12001,14.33,40.77,3.72,74.4
29.76,23.54,63.61019,13.83,40.85,3.72,74.4
29.45001,23.23,63.59981,13.77,41.79,3.744,74.8
29.49999,23.23,63.84987,13.72,42.5,3.732,74.6
30,23.18,65.09977,13.89,42.01,3.714,74.2
29.79999,23.3,64.96003,13.8,42.01,3.6,72
29.82999,23.1,64.98988,13.84,41.59,3.54,70.8
29.49999,22.56,63.37007,13.75,40.99,3.414,68.2
29.46,22.69,63.00017,13.28,40.3,3.33,66.6
29.48001,22.91,63.21,13.56,41.36,3.324,66.4
29.49999,22.99,63.34022,13.35,40,3.294,65.8
29.31999,24.04,63.48992,13.59,41.13,3.384,67.6
29.22999,24.39,64.10989,13.61,40.96,3.54,70.8
29.49,24,64.8099,14.1,41.88,3.714,74.2
29.27001,23.96,64.60007,14.1,41.4,3.654,73
29.45001,23.38,63.91996,13.81,40.99,3.534,70.6
29.03001,23.5,63.9602,13.99,41.61,3.612,72.2
29.19999,23.18,63.09016,13.91,40.91,3.72,74.4
29.00001,23.05,62.16993,13.9,40.23,3.642,72.8
28.77999,23.1,62.22012,13.65,41.24,3.612,72.2
28.70001,22.59,62.06004,13.33,40.51,3.564,71.2
27.38001,22,60.0301,12.96,38.87,3.42,68.4
28.44,22,62.41005,13.35,39.29,3.492,69.8
27.86001,22,62.69992,13,38.62,3.462,69.2
28.25001,21.85,63.49987,12.91,39.93,3.624,72.4
28.31001,22.5,63.93986,13.14,40.99,3.72,74.4
28.25001,22.79,63.30994,13.28,40.92,3.672,73.4
28.29999,22.81,63.06982,13.47,40.45,3.72,74.4
28.62999,22.77,62.30016,13.74,39.7,3.66,73.2
29.45001,23.2,62.69992,13.81,40.78,3.684,73.6
29.69001,23.28,63.70018,14,41.94,3.702,74
29.85,23.45,64.94012,14.55,42.4,3.69,73.8
29.55999,23.02,65.50991,14.55,42.53,3.672,73.4
29.70999,23.07,65.22999,14.67,42.67,3.624,72.4
29.90001,23.2,65.32993,14.6,42.2,3.702,74
30.27,23.3,66.22983,14.81,42.39,3.912,78.2
30.9,24,66.89998,15.01,42.44,3.99,79.8
30.6099,24.29,68.49989,15.49,43.39,4.002,80
30.6501,24.1,68.92993,15.8,43.7,4.02,80.4
30.81,24.27,68.31991,16.16,43.38,4.05,81
30.8901,24.9,67.71984,15.43,43.57,4.08,81.6
30.8901,24.9,67.581828,15.43,43.57,4.08,81.6
30.8901,24.9,67.305804,15.43,43.57,4.08,81.6
30.7899,24.89,67.02978,15.79,43.14,4.152,83
30.5001,24.79,66.77019,14.97,43.83,4.074,81.4
30.42,24,66.25016,14.71,44.32,4.092,81.8
30.5001,24.49,66.18007,15.06,44.61,4.092,81.8
30.6801,24.76,65.29013,15.43,44.48,4.104,82
31.5399,24.77,65.50991,15.3,44.63,4.182,83.6
31.32,25.04,66.11993,15.5,44.5,4.152,83
31.1499,25.88,64.73981,15.4,44.38,4.104,82
30.99,25.83,67.54981,15.27,44.25,4.152,83
30.99,25.83,68.43499,15.27,44.25,4.152,83
31.1799,26,69.32017,15.2,43.24,4.062,81.2
30.9501,26.2,67.76007,15.48,42.01,3.96,79.2
30.0999,24.94,66.01004,14.96,40.61,3.732,74.6
30.1899,24.01,66.10004,14.6,38.13,3.552,71
30.21,23,66.83985,14.29,37.43,3.624,72.4
30.15,23.8,67.36983,14.73,38.48,3.75,75
30.1299,23.83,67.43992,14.68,40.09,3.81,76.2
30,23.23,65.90015,14.05,39.26,3.702,74
29.60001,22.76,64.26997,14.08,37.67,3.66,73.2
29.58,22.91,62.24997,14.21,37.73,3.6,72
29.37999,23,61.2099,14.68,35.11,3.444,68.8
28.74999,23.03,62.04014,14.64,36.49,3.51,70.2
29.49,23.5,61.89001,14.28,36.67,3.552,71
29.10999,23.69,63.02007,14.25,36.15,3.564,71.2
29.1,23.6,63.55005,14.43,36.28,3.54,70.8
29.30001,23,62.00986,14.07,35.1,3.612,72.2
29.94999,23.03,63.36013,14.35,34.37,3.57,71.4
29.34,23.1,64.22021,14.1,35.1,3.63,72.6
29.48001,23,65.01021,14.15,35.03,3.642,72.8
29.33001,22.95,65.28018,14.39,35.46,3.672,73.4
29.45001,23.39,65.14996,14.73,36.09,3.63,72.6
29.49999,23.01,66.87013,14.85,37.62,3.594,71.8
29.60001,23.03,66.19002,15.37,38.12,3.594,71.8
29.7,24.32,66.89004,15.1,37.4,3.57,71.4
29.88999,24.46,66.72001,14.51,37.77,3.522,70.4
29.85,23.68,66.23978,14.7,37.76,3.534,70.6
29.94999,23.83,67.42997,14.79,37.76,3.57,71.4
29.7,23.65,67.50006,14.8,36.83,3.552,71
29.67,23.64,66.10998,14.55,36.04,3.504,70
29.85,23.65,67.27984,14.97,36.93,3.552,71
30.15,24.24,68.59983,15.2,39.14,3.69,73.8
30.18,24.39,67.16995,14.84,39.65,3.762,75.2
30.15,24.3,66.7901,14.74,39.37,3.72,74.4
30.5901,24.25,67.27984,14.67,38.96,3.714,74.2
30.5001,23.8,67.07996,14.65,38.8,3.702,74
30,23.76,66.97007,14.58,38.17,3.624,72.4
30.3801,23.81,68.12998,14.78,39.08,3.69,73.8
30.3399,23.75,67.30018,14.9,38.9,3.69,73.8
30.2001,23.77,67.07001,14.95,38.7,3.66,73.2
30.0999,24.03,67.21019,14.74,38.72,3.672,73.4
30.1101,24.04,68.13993,14.9,38.48,3.672,73.4
30.0399,24,68.03004,15.19,37.5,3.642,72.8
30.2001,24.01,67.31013,15.19,37.49,3.624,72.4
30.9099,24.19,66.86018,15.27,37.5,3.612,72.2
31.2,24.25,66.92984,15.19,38.29,3.624,72.4
31.2,24.18,66.23978,15.02,38.38,3.534,70.6
31.38,24.3,65.6198,15.3,38.49,3.462,69.2
31.4001,24.29,66.78014,16.34,38.8,3.522,70.4
31.2699,24.18,66.88008,16,38.79,3.48,69.6
30.9999,24.28,66.23978,16.5,38.71,3.492,69.8
31.1001,24.34,66.28001,16.08,38.6,3.474,69.4
30.6699,23.77,65.51987,16.04,38.4,3.474,69.4
30.18,23.43,64.38981,16.11,37.8,3.474,69.4
30.1701,23.06,64,16,37.18,3.474,69.4
30,23.55,65.03012,16,37.45,3.48,69.6
29.61,23.18,65.28018,16.07,37.85,3.444,68.8
29.06001,23.4,65.13006,16.1,37.2,3.372,67.4
28.41,23.14,64.36991,15.98,36,3.324,66.4
28.5,23.14,65.65009,16.6,35.97,3.252,65
28.74999,22.67,66.13984,16.51,35.54,3.192,63.8
28.80999,23.12,64.70996,16.37,35.8,3,60
29.1,23.16,64.90984,17.15,36.72,3.162,63.2
28.82001,23.2,64.87004,17.01,36.67,3.234,64.6
29.75001,22.83,64.52998,17.05,36.72,3.282,65.6
29.96001,22.88,64.93018,16.21,36.65,3.24,64.8
29.93001,22.6,64.96003,16.45,36.41,3.24,64.8
30.1599,23,66.48984,16.97,37.48,3.222,64.4
29.97999,23,65.78983,16.93,38.16,3.204,64
30,23.22,65.01021,16.9,37.82,3.3,66
30.7101,24.27,64.4798,16.93,37.84,3.354,67
30.9,24.05,65.1201,17.03,38.53,3.384,67.6
31.0101,24.22,65.87982,16.85,38.26,3.384,67.6
30.9801,24.23,66.02,16.9,37.82,3.24,64.8
30.96,24.2,65.40002,16.7,37.41,3.174,63.4
30.5001,23.53,63.12996,16.44,36.8,3.084,61.6
30.6,23.4,63.03002,16.19,36.48,3.132,62.6
30.8001,23.5,63.92991,16.11,36.15,3.234,64.6
30.8499,23.66,63.15981,16.09,35.79,3.234,64.6
30.7701,23.22,62.60993,16.09,35.57,3.174,63.4
30.96,23.35,62.34991,15.99,35.86,3.144,62.8
30.84,23.51,62.95993,16.37,36.24,3.132,62.6
30.9,23.52,63.79017,16.45,36.67,3.192,63.8
30.9999,23.85,64.35995,16.36,36.66,3.18,63.6
30.99,24.19,64.59012,16.51,36.62,3.252,65
31.0101,24.09,64.95008,16.73,36.51,3.312,66.2
31.0899,24.12,65.23995,17.01,36.51,3.24,64.8
31.1001,24.54,65.30008,16.85,36.4,3.3,66
30.84,24.31,65.32993,16.86,36.49,3.3,66
30.2499,24.3,65.17981,16.68,36.55,3.33,66.6
30.2001,24.44,65.49996,16.8,36.7,3.342,66.8
30.3999,24.6,64.7701,16.8,36.55,3.3,66
31.2999,24.83,64.61997,16.8,37.33,3.354,67
31.56,24.8,65.63019,16.63,37.64,3.372,67.4
32.2401,25.19,65.90015,16.73,38.15,3.354,67
32.0301,24.84,65.80021,16.38,38.26,3.372,67.4
32.0301,25.02,65.87982,16.65,38.43,3.372,67.4
32.1999,25.16,66.65987,16.77,39.46,3.474,69.4
32.4,25.1,66.28996,16.91,39.69,3.54,70.8
33.51,24.4,66.19997,16.87,39.51,3.54,70.8
33.5301,24.7,66.0598,16.83,39.51,3.51,70.2
33.3,24.31,68.36015,16.7,38.67,3.45,69
33.09,24.6,69.6399,16.73,39.69,3.504,70
32.9601,25.1,68.21997,16.73,39.74,3.534,70.6
32.9601,25.1,69.17005,16.73,39.74,3.534,70.6
32.9199,25,70.12013,16.85,40.48,3.63,72.6
32.8101,25.3,69.73984,16.8,40.86,3.714,74.2
32.7801,25.69,71.18009,16.8,40.94,3.672,73.4
32.76,25.34,69.71993,16.7,40.61,3.714,74.2
33.0201,25.32,68.8698,16.96,40.46,3.714,74.2
33.06,25.31,68.97017,17.73,41.17,3.804,76
33.1899,25.1,64,17.93,41.15,3.78,75.6
33.51,25.29,63.80012,18.86,42.09,3.81,76.2
33.5499,25.19,64.71991,19.3,42.88,3.864,77.2
33.3999,24.97,64.08999,19.52,43.06,3.882,77.6
33.0999,25.75,64.79995,19.82,43.48,3.9,78
33.51,25.9,65.75998,20,43.28,3.924,78.4
33.4599,25.89,65.47011,19.6,43.1,3.912,78.2
33.45,25.69,67.1401,19.08,42.86,3.954,79
33.4101,25.84,66.57983,19.36,42.99,3.942,78.8
33.3501,24.74,65.1201,19,42.15,3.852,77
33.3699,25.1,64.99983,19.2,42.61,3.84,76.8
33.27,24.85,64.55984,19.23,42.21,3.882,77.6
33,25.11,62.95993,19.3,41.46,3.834,76.6
32.97,24.7,64,19.1,40.64,3.75,75
32.9799,24.95,64.63987,19,41.44,3.834,76.6
33.2001,24.9,64.09994,19.27,41.59,3.864,77.2
33.3999,24.98,63.42978,19.2,41.26,3.84,76.8
33.3,25.01,62.97984,19.3,41.6,3.882,77.6
33.3501,25,64.78005,19.38,42.32,3.96,79.2
33.1599,25.5,65.74008,19.62,42.54,3.972,79.4
33.0399,25.34,65.07987,19.8,43.28,3.924,78.4
33.3,25.43,66.10004,19.75,43.39,4.044,80.8
33.5001,25.4,66.88008,19.8,43.44,4.062,81.2
33.75,25.9,66.08013,19.4,44.3,4.062,81.2
34.5201,25.99,66.67977,19.29,44.85,4.032,80.6
35.2299,27.03,66.81995,19.4,45.01,4.002,80
35.3001,27.41,66.56988,19.33,44.89,4.014,80.2
35.2899,27.98,67.50006,19.5,46.14,3.972,79.4
34.9599,28.03,68.12998,19.52,48.54,3.984,79.6
34.92,27.93,67.9301,19.59,48.52,3.96,79.2
35.0799,27.9,68.80014,19.57,48.31,3.972,79.4
35.49,28.19,68.63011,19.55,49,3.942,78.8
35.64,28.41,67.46977,19.65,49.49,3.96,79.2
35.7501,28.19,68.91003,20.2,50.6,4.092,81.8
35.6001,28.23,69.23019,20.49,50.6,4.074,81.4
35.7,27.99,70.10022,20.73,50.12,4.11,82.2
35.6499,27.75,69.9899,20.89,49.85,4.104,82
35.6001,27.8,70.61982,21,50.99,4.074,81.4
35.7,27.69,70.54022,21,51.79,4.05,81
35.31,27.34,70.17983,20.68,51.41,3.972,79.4
35.6499,27.5,70.12013,20.7,51.5,3.984,79.6
35.7399,27.27,71.08015,20.69,53.76,3.984,79.6
36.2901,27.25,71.18009,20.7,55.74,3.99,79.8
36.45,27.33,71.90996,20.94,56.87,3.99,79.8
36.8001,27.48,71.87015,20.98,57.21,4.002,80
37.5,27.65,71.60019,21.07,57.04,4.014,80.2
37.5,27.01,72.23011,20.95,55.62,4.02,80.4
37.7901,27.02,74.71,20.99,57.05,4.11,82.2
37.8,27.56,74.24015,20.83,56.57,4.074,81.4
37.2999,27.92,73.9001,20.8,55.83,4.032,80.6
37.7001,28.39,74.60011,20.8,54.86,4.044,80.8
37.8699,28.4,74.50017,20.2,53.61,3.972,79.4
37.4001,28.4,74.97002,20,55.11,4.032,80.6
37.2099,28.35,75.01977,20.72,55.69,4.014,80.2
36.4701,28.39,76.99002,21,57.23,4.002,80
36.51,28.39,76.17016,20.64,57.35,4.02,80.4
36.6099,28.53,76.29,20.75,57.64,4.002,80
36.54,28.5,77.19985,20.96,57.56,4.02,80.4
36.5499,28.5,78.23991,20.81,57.34,3.99,79.8
36.54,28.6,78.15987,20.97,57.06,4.074,81.4
36.5301,28.72,78.60982,20.84,56.7,4.05,81
36.75,28.78,79.96009,20.99,56.45,4.122,82.4
37.5,28.71,80.09983,20.75,56.53,4.104,82
37.47,28.52,80.85003,20.6,57.69,4.302,86
37.7499,28.46,81.03996,20.9,57.8,4.35,87
37.5,28.28,80.61986,20.99,57.59,4.35,87
37.8099,28.2,81.48991,21,57.64,4.344,86.8
38.4,28.8,81.91,20.98,57.54,4.314,86.2
38.3901,28.59,81.48991,20.57,57.17,4.302,86
38.4999,28.16,81.22989,20.51,57,4.302,86
38.4699,28.3,81.38997,20.95,57.39,4.29,85.8
37.8099,28.39,81.31988,20.8,56.41,4.14,82.8
37.0299,28.49,79.26008,20.47,55.14,4.164,83.2
36.9,28.74,79.75978,21.13,55.78,4.224,84.4
36.3999,28.86,78.19016,20.58,54.88,4.164,83.2
36.0201,28.01,79.29988,20.51,53.46,4.134,82.6
35.4999,28.19,78.86984,20.42,51.54,4.074,81.4
36.81,28.68,80.23006,20.67,51.9,4.104,82
36.5199,29.81,80.81023,20.65,53.39,4.152,83
36.39,29.75,83.11014,20.85,55.07,4.2,84
36.3999,29.8,84.68019,21,56.25,4.272,85.4
36.39,31.2,84.19996,21.95,56.9,4.314,86.2
36.2001,30.92,82.89988,22.71,56.38,4.272,85.4
35.7,30.25,81.64998,22.39,55.08,4.182,83.6
35.88,29.72,81.29997,22.5,53.77,4.164,83.2
36.15,30.72,80.60991,23.09,53.85,4.23,84.6
36.5001,30.7,81.36011,22.85,55.04,4.26,85.2
36.5001,30.79,82.54987,23.04,56.14,4.254,85
36.3399,30.71,83.66002,22.58,55.68,4.212,84.2
36.24,30.7,83.54019,22.36,56.91,4.272,85.4
36.3099,31.25,83.89019,22.46,57.57,4.26,85.2
36.1899,32.34,86.15982,22.62,58.45,4.344,86.8
36.09,33.52,86.55006,22.75,58.15,4.5,90
36.0099,34.6,85.94004,23.33,58.8,4.56,91.2
36.27,33.55,86.02008,22.85,58.14,4.5,90
36.18,34.47,85.95994,22.73,59.46,4.482,89.6
36.27,33.95,86.95977,22.36,58.4,4.464,89.2
37.35,33.81,86.82002,22.4,59.07,4.53,90.6
37.23,33.9,86.71014,22.31,62.44,4.5,90
37.3299,33.95,87.17998,22.26,62.13,4.464,89.2
37.2399,33.42,86.99006,22.05,60.86,4.44,88.8
37.1199,33.19,87.23017,22.3,60.99,4.524,90.4
37.1799,32.39,86.43022,22.1,61.5,4.512,90.2
36.9999,32.34,86.25976,22.5,60.85,4.482,89.6
37.05,32.41,86.16977,23,61.95,4.482,89.6
36.9999,32.3,86.73004,23,62,4.5,90
37.2099,32.15,86.13991,22.92,61.06,4.464,89.2
37.1301,31.97,86.39993,22.89,61.98,4.482,89.6
37.1001,31.7,87.01991,22.85,62.62,4.482,89.6
37.17,31.49,90.57015,22.94,62.85,4.68,93.6
36.87,32.06,88.60986,22.85,62.54,4.644,92.8
36.9,31.82,87.52999,22.87,62.97,4.812,96.2
36.8001,32.05,89.39986,22.81,61.97,4.842,96.8
37.1601,31.78,90.05012,22.9,62.49,4.8,96
36.9801,31.5,92.9501,22.87,64.05,4.902,98
37.0701,31.57,93.23997,22.88,64.51,4.902,98
36.9501,31.56,92.78008,22.7,63.95,4.89,97.8
36.6999,31.5,91.56998,22.41,63.01,4.8,96
35.7999,30.89,89.03991,21.64,60.59,4.782,95.6
35.88,30.76,89.67978,22.26,61.99,4.734,94.6
35.3499,29.81,88.62976,22.31,59.54,4.572,91.4
35.3499,29.43,88.40998,22.39,59.04,4.572,91.4
35.07,29.89,86.1901,22.37,59.87,4.56,91.2
34.9299,30.6,85.24997,21.55,60.35,4.59,91.8
35.0001,31.28,84.14978,21.89,60.23,4.584,91.6
35.0001,31.28,84.469935,21.89,60.23,4.584,91.6
34.9899,31.69,84.79009,21.9,60,4.5,90
33.4101,31.24,83.78982,21.99,59.17,4.404,88
33.4101,31.24,83.79181,21.99,59.17,4.404,88
33.4101,31.24,83.79579,21.99,59.17,4.404,88
33.9201,31.1,83.79977,21.37,59.11,4.254,85
33.4701,29.37,82.35994,21.86,58.75,4.2,84
33.39,29.98,80.93007,21.93,59.13,4.272,85.4
33.4899,29.9,81.1399,21.9,59.47,4.32,86.4
33.6,30,82.19986,22.02,60,4.362,87.2
33.2499,29,82.26996,21.54,60.84,4.23,84.6
32.9901,26.3,81.10009,20.6,58.98,4.104,82
32.4501,28.28,81.27012,20.25,55.57,4.074,81.4
33.3501,30.2,82.70995,20.82,56.62,4.194,83.8
33.5001,29.9,82.43998,21.11,56.73,4.254,85
33.2199,29.99,82.12978,21.5,56.9,4.26,85.2
32.9001,29.98,83.20013,21.72,56.19,4.194,83.8
33.0099,30,82.43998,21.9,55.29,4.2,84
32.8101,29.36,80.42994,21.7,52.53,4.122,82.4
32.7501,28.19,78.45018,20.61,50.49,3.972,79.4
31.3299,27.48,78.40994,20.03,49.92,3.954,79
32.9001,27.92,79.28993,20.24,51.78,4.08,81.6
33.0699,27.74,77.47976,20.31,52.14,4.014,80.2
33.5001,28.46,78.82008,21,53.42,4.074,81.4
33.3999,28.2,75.78987,21.2,55.93,4.05,81
33.36,28.83,80.42994,21.75,57.96,4.152,83
33,30.2,81.99998,22.42,58.39,4.272,85.4
33.0099,29.9,80.26986,22.62,57.56,4.212,84.2
31.8,28.98,79.00006,23,56.19,4.164,83.2
31.4799,29,79.62003,22.9,55.95,4.122,82.4
32.22,29.44,81.12995,23.01,56.38,4.164,83.2
33.4701,30.03,81.85981,23.21,56.1,4.152,83
34.71,31.58,84.25014,23.05,57.13,4.224,84.4
35.0001,31.49,84.48983,23.1,56.01,4.122,82.4
34.7901,30.87,82.15011,22.05,56.36,4.164,83.2
33.3,30.16,81.37006,22.69,56.69,4.17,83.4
32.37,29.9,81.55004,22.3,56.2,4.17,83.4
32.4201,30.37,80.6601,22.1,56.41,4.152,83
32.2299,29.7,80.88983,22.21,57.28,4.11,82.2
32.2299,30.11,79.83981,22.39,56.76,4.08,81.6
32.7999,30.1,80.93007,22.5,58.2,4.08,81.6
32.4999,29.62,80.13012,22.07,59.89,4.092,81.8
33.4899,29.9,81.75987,21.95,61.78,4.152,83
34.1799,29.9,81.67983,22.49,63.07,4.122,82.4
34.9899,30.2,81.36011,22.55,63.95,4.122,82.4
35.0001,30.75,82.53992,23.2,64.65,4.224,84.4
34.1799,30.38,83.62022,22.96,63.86,4.194,83.8
34.5501,30.49,82.81984,23.72,63.97,4.242,84.8
34.7799,30.45,83.98018,23.57,63.61,4.362,87.2
34.6899,30.67,83.39006,23.83,63.07,4.332,86.6
34.7001,30.79,83.42986,23.8,63.3,4.35,87
34.53,29.76,82.95006,23.2,62.29,4.302,86
35.1,30.24,84.30985,23.49,62.68,4.374,87.4
35.64,31.11,85.94999,23.7,61.24,4.362,87.2
36,31.15,84.16016,23.49,60.86,4.35,87
36.27,31.27,86.81008,23.26,60.53,4.332,86.6
36.84,31.56,87.80991,23.5,60.69,4.344,86.8
36.6501,30.9,86.59981,23.18,61.15,4.314,86.2
36.6999,31.17,87.87004,23.42,62.97,4.32,86.4
36.6999,31.4,87.7701,23.21,63.7,4.344,86.8
36.66,31.69,88.58001,23.5,63.08,4.332,86.6
36.5601,31.36,89.46995,23.27,62.65,4.362,87.2
36.33,31.36,89.69016,23.55,62.74,4.5,90
36.57,31.4,90.51002,23.27,63.18,4.482,89.6
36.99,31.46,91.74001,23.49,63.35,4.464,89.2
36.9999,31.08,92.57976,23.31,63.21,4.44,88.8
36.4899,31.17,91.31991,23.2,62.3,4.41,88.2
36.6501,31.49,89.62008,23.04,62.19,4.434,88.6
36.3999,31.69,88.60986,23.39,62.05,4.494,89.8
36.45,31.2,87.78006,23.03,61.74,4.59,91.8
36.6099,31.21,89.39986,23.09,61.72,4.53,90.6
36.7401,31.29,91.36015,23.07,61.15,4.404,88
36.87,31.02,46.38009,23.41,61.08,4.404,88
36.8901,30.98,45.73004,23.3,61.18,4.38,87.6
37.0899,31.49,45.03004,23.3,61.38,4.404,88
37.0899,31.2,44.95,23.22,61.26,4.362,87.2
37.1301,31.4,45.88991,23.02,61.65,4.332,86.6
37.2999,32,46.85989,22.87,62.2,4.41,88.2
37.56,33.1,46.84993,23.26,62.07,4.404,88
37.7001,33.05,47.40004,23.02,63.14,4.392,87.8
38.2299,32.4,47.1199,22.8,62.23,4.35,87
38.25,33.07,47.53004,23.02,62.25,4.35,87
38.3499,33.12,47.29988,23.2,62.93,4.464,89.2
38.34,32.96,47.40004,23.57,63.52,4.542,90.8
37.8699,32.6,46.01992,23.5,62.27,4.524,90.4
37.8,32.45,45.79992,23.57,62.29,4.53,90.6
37.98,33.14,46.82008,23.9,62.22,4.53,90.6
38.2701,32.91,47.94992,24.56,63.02,4.554,91
38.0001,33.41,47.39009,24.55,63.39,4.644,92.8
37.77,33.3,47.97004,24.78,63.54,4.614,92.2
37.2999,33.2,47.63993,24.05,63.52,4.59,91.8
37.5201,32.78,47.49003,23.9,63.44,4.512,90.2
38.37,34.2,48.38992,24.01,63.83,4.56,91.2
38.37,34.8,49.69995,23.86,64.17,4.572,91.4
38.3799,35.17,49.86998,23.86,64.11,4.464,89.2
38.2701,35.28,49.80011,23.74,66.09,4.38,87.6
38.01,35.12,50.52002,24.08,66.31,4.452,89
38.3001,34.9,50.05991,24.02,65.99,4.524,90.4
38.8101,35.34,50.60006,23.89,65.44,4.542,90.8
38.79,35.24,49.51997,23.51,65.14,4.5,90
39.0999,35.5,49.78994,23.96,65.99,4.542,90.8
38.7999,35.67,49.7099,23.81,66.49,4.644,92.8
38.9001,35.41,49.51002,23.7,67.11,4.62,92.4
38.9001,35,50.96996,23.5,67.12,4.614,92.2
38.9001,34.93,50.52002,23.45,67.03,4.542,90.8
39.0099,35.61,50.55009,23.97,67.94,4.56,91.2
38.49,35.19,49.69,23.75,67.29,4.512,90.2
38.1999,35.06,49.4899,23.48,67.14,4.56,91.2
37.7301,35.01,49.73002,23.41,68.03,4.512,90.2
36.9999,35.06,49.77004,23.58,68.23,4.494,89.8
36.18,35.1,50.2799,23.65,70.48,4.53,90.6
35.85,35.25,50.11009,23.7,70.53,4.5,90
36.3,35.13,49.82001,23.49,68.33,4.362,87.2
36.87,34.95,48.80006,23.43,68.66,4.38,87.6
35.6901,34.3,47.92007,23.01,67.08,4.344,86.8
35.9799,34,48.05008,22.43,66.24,4.212,84.2
35.13,32.71,47.78011,21.72,65.37,4.104,82
35.3799,33.1,51.27995,22.25,65.35,4.224,84.4
35.0001,33.51,53.42995,22.77,66.34,4.242,84.8
35.6001,33.12,53.50999,22.97,67.33,4.254,85
36.0099,33.28,53.56992,23.15,68.14,4.29,85.8
36.12,33.75,56.74008,22.81,68.59,4.194,83.8
36.3801,34.98,55.95008,23.5,68.83,4.23,84.6
35.91,34.21,54.64005,24.76,67.86,4.182,83.6
36.5301,34.39,54.95004,25.18,68.39,4.23,84.6
37.8699,34.4,54.24007,25.21,66.76,4.23,84.6
38.0199,33.75,54.73004,24.98,66.18,4.182,83.6
38.1999,33.9,55.75994,24.98,66.19,4.182,83.6
